client-address,client-guid,request-time,service-guid,retries-request,packets-requested,packets-serviced,max-hole-size
241.205.83.197,e0669fc1-d623-45e0-b816-191d9da79985,2016-06-29 08:43:26 ADT,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,4,16,14,15
80.139.243.28,f86716ba-936d-420b-8698-d87e17d5beb9,2016-06-28 11:40:27 ADT,d70c87de-7837-450c-9965-17c9f366d183,6,9,1,18
120.229.51.95,225afab6-3797-41cf-acc2-8a88cc86a8b1,2016-06-28 21:49:27 ADT,a5adb83b-0380-4618-aef6-7179e39eff26,6,11,14,8
189.254.1.46,d8476fb6-8e11-45e9-af1c-998503dc19cf,2016-06-29 07:51:37 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,7,17,17,14
239.221.45.234,27fee954-1369-4765-be8e-0886cedf6a18,2016-06-29 04:32:55 ADT,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,7,15,14,5
223.145.155.158,779846ad-de04-431b-8942-ae835fa1a215,2016-06-29 01:58:43 ADT,edf32a15-bb1c-42f4-9fe6-afa9f9b21522,5,8,6,17
184.20.205.139,c2fb747e-7020-49fd-b12e-96bd0842384e,2016-06-28 14:01:25 ADT,a6c5d611-45be-43bf-a027-c1e98a89c8f6,5,17,13,18
54.22.62.114,e3311e6a-462f-4d3f-a0d8-fc8600ce35fc,2016-06-28 20:50:24 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,5,14,14,17
214.106.113.54,e211a6a1-f75c-401f-91c6-61f51f473d6e,2016-06-29 03:53:42 ADT,d70c87de-7837-450c-9965-17c9f366d183,3,12,8,14
80.139.243.28,f86716ba-936d-420b-8698-d87e17d5beb9,2016-06-28 16:58:45 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,6,12,10,16
187.250.147.23,4e937d92-999b-4bc9-9691-7aebe5bdc4c3,2016-06-29 00:58:11 ADT,a944a262-6fdb-4f7f-a510-d123ed9618e6,5,17,13,7
189.123.107.8,8166905c-cfe9-4e43-8d83-94e8784b2108,2016-06-28 13:51:53 ADT,d15e4790-67f7-4488-a28d-32ced8673c58,4,10,6,10
124.253.117.135,7b5b34c5-2d3a-46c8-b462-58ee432c8f0f,2016-06-28 10:17:03 ADT,a944a262-6fdb-4f7f-a510-d123ed9618e6,5,12,12,8
30.73.3.42,0ffa65fe-5822-48eb-8d3f-08480489d2b6,2016-06-28 23:16:33 ADT,0a5f0733-d058-4738-8666-f0468c5ee9c3,8,7,13,3
139.208.124.41,2c83efdc-c899-4d4f-b715-da19ac180680,2016-06-28 12:58:54 ADT,a6c5d611-45be-43bf-a027-c1e98a89c8f6,1,11,10,11
176.219.10.154,23e89ddc-c8ee-475d-b80f-3c4e1c0f0fbc,2016-06-28 16:20:10 ADT,19f26076-5d21-4200-b26c-0f32cd87ebde,8,12,14,2
83.152.115.149,f2842355-374f-43d0-b5ec-c55566bd3d23,2016-06-28 20:10:36 ADT,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,4,11,4,11
52.114.196.208,4e581c7f-0033-4386-a655-fdc5a77f85e4,2016-06-28 17:37:03 ADT,19f26076-5d21-4200-b26c-0f32cd87ebde,4,10,15,13
11.105.108.47,b9ed339c-b853-4883-a8f7-423738219768,2016-06-29 04:56:04 ADT,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,2,5,10,7
83.152.115.149,f2842355-374f-43d0-b5ec-c55566bd3d23,2016-06-29 04:32:50 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,7,11,15,3
228.252.85.118,d547834a-1811-48d1-ad82-95d2a048ac8e,2016-06-28 21:41:06 ADT,d70c87de-7837-450c-9965-17c9f366d183,9,11,12,15
228.252.85.118,d547834a-1811-48d1-ad82-95d2a048ac8e,2016-06-29 08:07:03 ADT,0a5f0733-d058-4738-8666-f0468c5ee9c3,6,10,15,10
7.57.136.112,801d175e-02cf-406b-8981-073c298e59f2,2016-06-29 00:28:07 ADT,d70c87de-7837-450c-9965-17c9f366d183,6,11,14,6
42.189.111.126,7fb79e2d-e87e-4848-bedf-226cc86d8929,2016-06-28 13:46:19 ADT,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,5,6,16,14
124.253.117.135,7b5b34c5-2d3a-46c8-b462-58ee432c8f0f,2016-06-28 15:17:38 ADT,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,3,11,17,11
52.114.196.208,4e581c7f-0033-4386-a655-fdc5a77f85e4,2016-06-29 00:01:40 ADT,6c7444d3-9bca-46d7-a8c6-96939981ae01,4,16,15,6
151.163.67.138,c4fdb71a-a286-4eba-a930-d59889198c4f,2016-06-29 02:57:27 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,5,6,17,9
126.27.127.213,dfcb52d6-b6c0-4e03-b821-aeacef035190,2016-06-29 01:28:32 ADT,d70c87de-7837-450c-9965-17c9f366d183,4,13,11,5
109.69.193.94,1d59de82-a700-41de-8922-f39b8206c231,2016-06-28 14:28:02 ADT,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,7,17,16,19
228.252.85.118,d547834a-1811-48d1-ad82-95d2a048ac8e,2016-06-28 18:24:33 ADT,3fb4c246-cf94-4f60-bf47-b709b288f9b2,4,14,7,6
139.208.124.41,2c83efdc-c899-4d4f-b715-da19ac180680,2016-06-28 15:15:41 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,3,10,16,13
180.93.50.114,fe3a8a2c-12eb-437e-a315-895dcc1e123d,2016-06-29 02:33:50 ADT,dd7691ef-4b29-4992-b48d-cb449dfc65b6,5,18,14,5
44.67.255.227,b9e3e6ce-1c79-4857-ac6a-cc1c0b3405e7,2016-06-28 20:35:55 ADT,dd7691ef-4b29-4992-b48d-cb449dfc65b6,4,18,14,6
124.253.117.135,7b5b34c5-2d3a-46c8-b462-58ee432c8f0f,2016-06-28 23:00:00 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,6,10,13,12
95.26.238.196,0a7b0e4f-8b43-4917-aeb5-1a2220307532,2016-06-29 03:24:34 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,8,7,13,1
12.239.186.1,9147765a-9f0a-41c0-a18d-cb618e7ac936,2016-06-29 01:26:21 ADT,3fb4c246-cf94-4f60-bf47-b709b288f9b2,9,9,12,2
42.189.111.126,7fb79e2d-e87e-4848-bedf-226cc86d8929,2016-06-28 13:05:34 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,4,16,15,4
64.138.96.181,24952ed7-0fde-409c-8f37-be00b536ee97,2016-06-28 20:48:26 ADT,3fb4c246-cf94-4f60-bf47-b709b288f9b2,5,3,5,16
48.7.16.229,c86211fe-7464-4c12-bf1d-1b6ba809463a,2016-06-28 11:37:23 ADT,0a5f0733-d058-4738-8666-f0468c5ee9c3,5,5,17,10
30.73.3.42,0ffa65fe-5822-48eb-8d3f-08480489d2b6,2016-06-28 13:13:43 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,8,15,9,14
60.85.142.87,52e09e0d-b610-49cb-ba03-da4525d0314c,2016-06-29 06:16:02 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,6,8,17,9
184.12.162.43,0802bb30-2feb-41de-aa5e-67ea7cda91ef,2016-06-29 03:19:39 ADT,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,4,12,16,15
154.145.218.119,6cb04894-fa35-41f1-ad53-84d74b549dd5,2016-06-28 10:25:59 ADT,d15e4790-67f7-4488-a28d-32ced8673c58,3,11,6,2
189.123.107.8,8166905c-cfe9-4e43-8d83-94e8784b2108,2016-06-29 07:39:40 ADT,d15e4790-67f7-4488-a28d-32ced8673c58,5,13,10,13
7.57.136.112,801d175e-02cf-406b-8981-073c298e59f2,2016-06-28 16:01:06 ADT,0a5f0733-d058-4738-8666-f0468c5ee9c3,9,10,16,10
30.73.3.42,0ffa65fe-5822-48eb-8d3f-08480489d2b6,2016-06-29 07:41:59 ADT,19f26076-5d21-4200-b26c-0f32cd87ebde,4,10,11,10
120.59.207.115,9ddfe5b1-670f-4fab-a839-b33e6c7bae4b,2016-06-28 19:09:48 ADT,0a5f0733-d058-4738-8666-f0468c5ee9c3,3,10,9,15
126.27.127.213,dfcb52d6-b6c0-4e03-b821-aeacef035190,2016-06-28 23:24:47 ADT,ef48c441-4a26-4f90-97cf-cc3d0665b814,6,11,10,14
126.27.127.213,dfcb52d6-b6c0-4e03-b821-aeacef035190,2016-06-29 04:36:08 ADT,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,6,15,12,9
182.96.68.127,603bcef9-6154-402b-ad10-39302b34bfe1,2016-06-29 07:22:31 ADT,ef48c441-4a26-4f90-97cf-cc3d0665b814,8,14,6,8
112.220.217.210,85235af4-c6fa-4b96-8bef-92ebe219fa52,2016-06-28 14:18:11 ADT,dd7691ef-4b29-4992-b48d-cb449dfc65b6,5,3,8,9
59.226.117.118,b86b6c00-9bd4-44cc-9b90-69954c52024d,2016-06-28 17:14:46 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,6,14,15,11
241.205.83.197,e0669fc1-d623-45e0-b816-191d9da79985,2016-06-28 14:55:44 ADT,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,2,13,12,12
152.39.204.127,6e8bcccd-22e6-4b36-8363-919b6e0b763d,2016-06-28 23:04:43 ADT,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,6,7,5,13
50.57.63.79,f1422974-aa83-4dc9-b3b4-75ce67bae8a0,2016-06-28 11:30:29 ADT,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,4,7,12,10
21.102.78.226,297e0cc5-8db3-4fec-99e1-051639094289,2016-06-29 05:03:11 ADT,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,7,9,9,7
9.201.96.188,820f8e8e-4710-4560-af46-81133624eea1,2016-06-28 16:29:13 ADT,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,7,14,2,17
44.67.255.227,b9e3e6ce-1c79-4857-ac6a-cc1c0b3405e7,2016-06-28 14:19:36 ADT,edf32a15-bb1c-42f4-9fe6-afa9f9b21522,6,12,3,12
36.159.98.210,3a3db4ad-afed-435e-9ce1-c7561e5a9d1e,2016-06-28 11:56:40 ADT,a6c5d611-45be-43bf-a027-c1e98a89c8f6,9,3,13,16
77.172.69.189,66592c05-2365-4724-b823-e84c3cff3213,2016-06-28 21:10:19 ADT,a944a262-6fdb-4f7f-a510-d123ed9618e6,4,12,6,12
127.123.221.125,78189d37-040f-4bd4-9d32-e19e9e63ad9b,2016-06-29 02:55:29 ADT,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,5,13,18,14
241.205.83.197,e0669fc1-d623-45e0-b816-191d9da79985,2016-06-28 18:13:54 ADT,6c7444d3-9bca-46d7-a8c6-96939981ae01,7,12,13,10
56.211.5.45,f9e4dbcc-ae37-4053-a0f5-957b2273b327,2016-06-28 16:25:58 ADT,dd7691ef-4b29-4992-b48d-cb449dfc65b6,7,12,18,14
21.102.78.226,297e0cc5-8db3-4fec-99e1-051639094289,2016-06-28 22:15:47 ADT,0a5f0733-d058-4738-8666-f0468c5ee9c3,3,4,7,15
180.174.110.151,08f59cf0-0933-4f0c-8360-dca466fa1fe4,2016-06-28 18:26:36 ADT,dd7691ef-4b29-4992-b48d-cb449dfc65b6,8,12,15,17
184.12.162.43,0802bb30-2feb-41de-aa5e-67ea7cda91ef,2016-06-28 23:34:37 ADT,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,0,12,13,6
214.106.113.54,e211a6a1-f75c-401f-91c6-61f51f473d6e,2016-06-29 01:39:04 ADT,d15e4790-67f7-4488-a28d-32ced8673c58,5,2,6,14
192.226.195.176,245b4dfd-9a3b-4656-8ebd-d893a974ad9c,2016-06-28 21:34:59 ADT,a5adb83b-0380-4618-aef6-7179e39eff26,5,12,14,8
214.106.113.54,e211a6a1-f75c-401f-91c6-61f51f473d6e,2016-06-28 17:48:00 ADT,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,7,13,15,15
126.27.127.213,dfcb52d6-b6c0-4e03-b821-aeacef035190,2016-06-29 04:19:11 ADT,ef48c441-4a26-4f90-97cf-cc3d0665b814,2,16,15,13
184.20.205.139,c2fb747e-7020-49fd-b12e-96bd0842384e,2016-06-29 04:55:29 ADT,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,8,5,12,12
184.20.205.139,c2fb747e-7020-49fd-b12e-96bd0842384e,2016-06-28 09:55:04 ADT,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,7,11,18,13
152.39.204.127,6e8bcccd-22e6-4b36-8363-919b6e0b763d,2016-06-29 06:24:46 ADT,19f26076-5d21-4200-b26c-0f32cd87ebde,5,7,9,15
180.174.110.151,08f59cf0-0933-4f0c-8360-dca466fa1fe4,2016-06-29 09:03:40 ADT,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,6,14,15,3
178.68.87.10,710cfc78-cbf2-4f22-814b-5d32c07edb21,2016-06-29 09:10:24 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,9,7,14,16
83.152.115.149,f2842355-374f-43d0-b5ec-c55566bd3d23,2016-06-28 21:00:39 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,3,13,2,15
126.27.127.213,dfcb52d6-b6c0-4e03-b821-aeacef035190,2016-06-28 11:38:58 ADT,edf32a15-bb1c-42f4-9fe6-afa9f9b21522,5,13,16,7
176.146.5.46,96cfcc3b-69a5-4bed-93ec-a0fb0ac9253d,2016-06-28 14:02:43 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,6,15,12,9
127.67.5.68,ac0095d7-1613-4a75-b9f6-80b89e9ddaf6,2016-06-29 06:51:24 ADT,dd7691ef-4b29-4992-b48d-cb449dfc65b6,7,15,16,9
239.165.154.40,d34f98d1-dfe8-4957-a3ab-2d7a4a1afb1a,2016-06-29 07:52:23 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,6,17,19,0
214.106.113.54,e211a6a1-f75c-401f-91c6-61f51f473d6e,2016-06-28 23:31:21 ADT,3fb4c246-cf94-4f60-bf47-b709b288f9b2,3,15,10,5
133.162.159.139,8796189b-bda4-4096-8ef6-0eb461443b40,2016-06-28 20:12:07 ADT,edf32a15-bb1c-42f4-9fe6-afa9f9b21522,1,17,17,5
36.159.98.210,3a3db4ad-afed-435e-9ce1-c7561e5a9d1e,2016-06-29 09:02:48 ADT,6c7444d3-9bca-46d7-a8c6-96939981ae01,2,10,11,12
214.106.113.54,e211a6a1-f75c-401f-91c6-61f51f473d6e,2016-06-29 06:23:51 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,6,16,14,13
241.205.83.197,e0669fc1-d623-45e0-b816-191d9da79985,2016-06-29 01:30:05 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,4,16,16,4
220.241.72.217,d757e3cc-da44-4eeb-8a65-5ea358c59c10,2016-06-28 15:10:05 ADT,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,8,4,16,11
120.59.207.115,9ddfe5b1-670f-4fab-a839-b33e6c7bae4b,2016-06-29 04:16:14 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,8,4,14,10
189.123.107.8,8166905c-cfe9-4e43-8d83-94e8784b2108,2016-06-28 17:32:59 ADT,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,9,13,15,17
11.105.108.47,b9ed339c-b853-4883-a8f7-423738219768,2016-06-29 04:02:15 ADT,edf32a15-bb1c-42f4-9fe6-afa9f9b21522,7,4,7,10
52.114.196.208,4e581c7f-0033-4386-a655-fdc5a77f85e4,2016-06-29 06:17:56 ADT,0a5f0733-d058-4738-8666-f0468c5ee9c3,3,16,13,13
120.59.207.115,9ddfe5b1-670f-4fab-a839-b33e6c7bae4b,2016-06-29 01:40:28 ADT,d70c87de-7837-450c-9965-17c9f366d183,5,7,12,13
131.229.118.51,df052b94-92d7-45bb-bb70-e4bab0ffef11,2016-06-28 22:34:29 ADT,ef48c441-4a26-4f90-97cf-cc3d0665b814,7,13,10,13
133.162.159.139,8796189b-bda4-4096-8ef6-0eb461443b40,2016-06-29 00:44:38 ADT,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,4,5,15,9
180.174.110.151,08f59cf0-0933-4f0c-8360-dca466fa1fe4,2016-06-29 07:13:30 ADT,3fb4c246-cf94-4f60-bf47-b709b288f9b2,6,15,13,17
71.167.150.22,8ea743bf-30ed-454a-86a0-8c3754568e5a,2016-06-29 01:52:08 ADT,3fb4c246-cf94-4f60-bf47-b709b288f9b2,6,12,11,9
42.215.105.48,0dbb1321-4454-41f5-9b19-aee0cc8e8de5,2016-06-29 00:18:58 ADT,0a5f0733-d058-4738-8666-f0468c5ee9c3,5,12,14,8
116.46.63.168,b3be74e0-0590-4928-83d5-295428a48598,2016-06-28 21:14:12 ADT,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,2,17,10,8
201.21.67.201,e03d0286-3a91-41b6-82b7-16113d22aa2f,2016-06-28 10:49:10 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,5,13,17,8
36.159.98.210,3a3db4ad-afed-435e-9ce1-c7561e5a9d1e,2016-06-29 02:16:04 ADT,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,6,10,12,14
176.162.245.175,a2f5e24d-c8a1-4bec-82fc-788ec6a5c913,2016-06-28 16:37:30 ADT,d15e4790-67f7-4488-a28d-32ced8673c58,6,11,13,14
63.166.194.231,75db17ab-aea0-4e56-a9b8-45d5ed29e8ef,2016-06-28 12:51:01 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,7,9,15,10
122.229.58.131,088f93cb-f0a8-41ea-acf8-7a29f029ed78,2016-06-28 10:08:27 ADT,d70c87de-7837-450c-9965-17c9f366d183,8,10,2,14
95.17.197.78,0182f497-ad22-4482-bd78-8193fd076e51,2016-06-29 03:41:11 ADT,d15e4790-67f7-4488-a28d-32ced8673c58,2,17,11,15
131.229.118.51,df052b94-92d7-45bb-bb70-e4bab0ffef11,2016-06-28 20:39:54 ADT,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,5,14,18,13
154.145.218.119,6cb04894-fa35-41f1-ad53-84d74b549dd5,2016-06-29 01:12:57 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,4,3,12,5
116.46.63.168,b3be74e0-0590-4928-83d5-295428a48598,2016-06-29 02:13:38 ADT,0a5f0733-d058-4738-8666-f0468c5ee9c3,7,13,6,14
94.12.116.30,146ed54a-ba2e-4753-a806-0995827bb93b,2016-06-28 12:28:41 ADT,dd7691ef-4b29-4992-b48d-cb449dfc65b6,2,8,5,11
51.176.34.103,db7de303-880f-45ac-938d-a3d8fb7bbf6b,2016-06-29 05:35:58 ADT,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,0,15,12,13
9.244.28.14,bba0e728-dc28-41e9-a4e2-48b949df00c1,2016-06-28 20:39:20 ADT,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,2,10,13,19
218.154.173.102,d266c61c-67d0-4639-92d8-762a4ef575d0,2016-06-29 00:45:26 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,0,16,12,12
214.186.31.66,eb759952-2413-486f-8c49-2de88b29578d,2016-06-29 03:54:27 ADT,a6c5d611-45be-43bf-a027-c1e98a89c8f6,6,7,3,10
44.67.255.227,b9e3e6ce-1c79-4857-ac6a-cc1c0b3405e7,2016-06-29 06:49:11 ADT,3fb4c246-cf94-4f60-bf47-b709b288f9b2,5,11,11,13
236.178.72.78,61e9bb2c-b5dc-44f6-9f7f-2cc615af7796,2016-06-28 23:56:16 ADT,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,4,18,9,12
7.57.136.112,801d175e-02cf-406b-8981-073c298e59f2,2016-06-28 12:23:34 ADT,0d5157f7-8012-4455-b66f-4f81d14092b3,3,15,13,13
178.68.87.10,710cfc78-cbf2-4f22-814b-5d32c07edb21,2016-06-28 15:49:58 ADT,d15e4790-67f7-4488-a28d-32ced8673c58,7,17,13,15
225.87.139.56,d514edf5-3d3b-4dc9-bb2f-c632aa3895ac,2016-06-28 14:47:55 ADT,edf32a15-bb1c-42f4-9fe6-afa9f9b21522,5,11,15,4
122.229.58.131,088f93cb-f0a8-41ea-acf8-7a29f029ed78,2016-06-28 18:36:29 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,5,7,5,13
184.20.205.139,c2fb747e-7020-49fd-b12e-96bd0842384e,2016-06-29 02:42:40 ADT,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,2,14,10,9
218.154.173.102,d266c61c-67d0-4639-92d8-762a4ef575d0,2016-06-29 04:28:37 ADT,dd7691ef-4b29-4992-b48d-cb449dfc65b6,5,18,13,16
77.172.69.189,66592c05-2365-4724-b823-e84c3cff3213,2016-06-28 14:30:27 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,4,5,14,12
253.235.133.129,ab0020e1-ae71-4c1f-aa9c-777ab029f884,2016-06-28 10:26:08 ADT,a6c5d611-45be-43bf-a027-c1e98a89c8f6,5,7,5,12
21.102.78.226,297e0cc5-8db3-4fec-99e1-051639094289,2016-06-28 22:42:18 ADT,19f26076-5d21-4200-b26c-0f32cd87ebde,4,11,8,0
192.226.195.176,245b4dfd-9a3b-4656-8ebd-d893a974ad9c,2016-06-28 23:55:59 ADT,ef48c441-4a26-4f90-97cf-cc3d0665b814,6,10,15,16
23.220.214.225,ce2907ff-3508-442e-b4f7-ba41cdebda96,2016-06-28 18:27:38 ADT,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,9,10,15,14
223.145.155.158,779846ad-de04-431b-8942-ae835fa1a215,2016-06-28 10:29:01 ADT,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,3,14,10,14
61.133.35.7,9b586ca5-9c28-4f61-82a5-e8fe327c179e,2016-06-29 04:01:37 ADT,a6c5d611-45be-43bf-a027-c1e98a89c8f6,5,17,13,17
50.57.63.79,f1422974-aa83-4dc9-b3b4-75ce67bae8a0,2016-06-28 20:48:06 ADT,a6c5d611-45be-43bf-a027-c1e98a89c8f6,7,11,15,14
176.162.245.175,a2f5e24d-c8a1-4bec-82fc-788ec6a5c913,2016-06-28 19:22:29 ADT,a6c5d611-45be-43bf-a027-c1e98a89c8f6,3,10,16,15
50.57.63.79,f1422974-aa83-4dc9-b3b4-75ce67bae8a0,2016-06-29 03:57:07 ADT,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,0,13,14,3
154.145.218.119,6cb04894-fa35-41f1-ad53-84d74b549dd5,2016-06-29 06:25:52 ADT,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,4,7,4,12
60.85.142.87,52e09e0d-b610-49cb-ba03-da4525d0314c,2016-06-28 17:14:53 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,6,4,6,15
188.125.249.117,ff202748-ccdd-4201-9e08-e1f50d46b49d,2016-06-28 23:14:48 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,2,14,8,11
51.176.34.103,db7de303-880f-45ac-938d-a3d8fb7bbf6b,2016-06-29 04:34:51 ADT,a6c5d611-45be-43bf-a027-c1e98a89c8f6,6,12,15,15
176.219.10.154,23e89ddc-c8ee-475d-b80f-3c4e1c0f0fbc,2016-06-29 01:07:07 ADT,19f26076-5d21-4200-b26c-0f32cd87ebde,6,15,12,16
176.162.245.175,a2f5e24d-c8a1-4bec-82fc-788ec6a5c913,2016-06-29 01:12:22 ADT,d70c87de-7837-450c-9965-17c9f366d183,8,3,10,6
11.3.172.88,95dd458f-dc5b-41d8-b2cb-f2b2c08e49e4,2016-06-28 16:59:04 ADT,f78fb4fb-3e02-4f42-9c15-45480342cba9,8,5,11,8
120.229.51.95,225afab6-3797-41cf-acc2-8a88cc86a8b1,2016-06-28 17:32:57 ADT,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,2,6,15,5
94.12.116.30,146ed54a-ba2e-4753-a806-0995827bb93b,2016-06-28 14:36:50 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,4,13,10,6
225.87.139.56,d514edf5-3d3b-4dc9-bb2f-c632aa3895ac,2016-06-29 02:32:14 ADT,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,5,12,15,18
